protid	pdb_origin	pdb_confidence	pdb_chains
Q9Y5B6	AlphaFold	72.49599375932709	['A']
Q9HBW1	AlphaFold	77.68728962818005	['A']
Q14995	AlphaFold	65.07062499999999	['A']
P55103	AlphaFold	78.9116523685192	['A']
Q9H3T2	AlphaFold	72.28490746013668	['A']
Q86VD9	AlphaFold	87.6567304696194	['A']
P25963	AlphaFold	82.58329731892758	['A']
Q4V326	AlphaFold	63.91385514018691	['A']
Q6UX41	AlphaFold	86.59416895776056	['A']
Q8NGA8	AlphaFold	90.18273557492735	['A']
F8WBI6	AlphaFold	71.1963120143455	['A']
Q6ZS52	AlphaFold	52.387267536704734	['A']
Q92506	AlphaFold	93.42733969263382	['A']
P15509	AlphaFold	82.07854377880186	['A']
P50120	AlphaFold	96.45409420289856	['A']
P29144	AlphaFold	92.05051339973302	['A']
Q16270	AlphaFold	85.03641518737673	['A']
Q8N9N2	AlphaFold	66.26168806764797	['A']
P37108	AlphaFold	77.28218627450981	['A']
O95750	AlphaFold	79.54819798458803	['A']
Q8N7A1	AlphaFold	93.3481961737018	['A']
Q7Z4B0	AlphaFold	62.436700913242014	['A']
A6NKC9	AlphaFold	56.11134434634007	['A']
O95231	AlphaFold	63.81415416451113	['A']
Q9BZD4	AlphaFold	89.42832808398951	['A']
Q99618	AlphaFold	59.24924019607843	['A']
P61758	AlphaFold	87.19843335439039	['A']
P57796	AlphaFold	66.10069353327086	['A']
Q2NKX9	AlphaFold	77.16107738998483	['A']
Q9P255	AlphaFold	73.5586064998831	['A']
P35908	AlphaFold	66.73293414475114	['A']
Q9H8Y1	AlphaFold	70.8945063520871	['A']
Q3ZCT1	AlphaFold	82.36141775219632	['A']
Q902F9	AlphaFold	68.68399028077754	['A']
Q53HI1	AlphaFold	88.67814729041223	['A']
P31276	AlphaFold	58.415118236472935	['A']
Q9UBC3	AlphaFold	73.57542614904061	['A']
Q9BT40	AlphaFold	88.28987798114254	['A']
Q11206	AlphaFold	88.96313315926893	['A']
Q9BU20	AlphaFold	90.76223880597014	['A']
A0PK00	AlphaFold	90.421148981026	['A']
Q8TDF6	AlphaFold	77.20823093018832	['A']
O75368	AlphaFold	95.3009866962306	['A']
Q5BIV9	AlphaFold	54.65780821917808	['A']
P85298	AlphaFold	76.21322316234797	['A']
Q9UFV3	AlphaFold	42.410095510983766	['A']
Q96H55	AlphaFold	76.54711566045118	['A']
P60411	AlphaFold	37.747377535873326	['A']
O14579	AlphaFold	89.91614527445316	['A']
P46777	AlphaFold	94.44820703933746	['A']
